period,respondent,respondent-name,type,type-name,value,value-units
2024-05-25T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47814,megawatthours
2024-05-25T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49058,megawatthours
2024-05-25T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50878,megawatthours
2024-05-25T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53645,megawatthours
2024-05-25T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57035,megawatthours
2024-05-25T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60059,megawatthours
2024-05-25T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62428,megawatthours
2024-05-25T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64219,megawatthours
2024-05-25T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66609,megawatthours
2024-05-25T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69417,megawatthours
2024-05-24T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71623,megawatthours
2024-05-24T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72687,megawatthours
2024-05-24T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72567,megawatthours
2024-05-24T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71404,megawatthours
2024-05-24T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69393,megawatthours
2024-05-24T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66580,megawatthours
2024-05-24T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63919,megawatthours
2024-05-24T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60900,megawatthours
2024-05-24T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58421,megawatthours
2024-05-24T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55547,megawatthours
2024-05-24T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53389,megawatthours
2024-05-24T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52089,megawatthours
2024-05-24T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50550,megawatthours
2024-05-24T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49611,megawatthours
2024-05-24T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49573,megawatthours
2024-05-24T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50165,megawatthours
2024-05-24T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51591,megawatthours
2024-05-24T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53644,megawatthours
2024-05-24T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56641,megawatthours
2024-05-24T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59597,megawatthours
2024-05-24T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62095,megawatthours
2024-05-24T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63552,megawatthours
2024-05-24T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65642,megawatthours
2024-05-24T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68366,megawatthours
2024-05-23T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70150,megawatthours
2024-05-23T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70902,megawatthours
2024-05-23T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70218,megawatthours
2024-05-23T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68849,megawatthours
2024-05-23T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66662,megawatthours
2024-05-23T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63494,megawatthours
2024-05-23T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60912,megawatthours
2024-05-23T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58527,megawatthours
2024-05-23T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55884,megawatthours
2024-05-23T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54009,megawatthours
2024-05-23T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52070,megawatthours
2024-05-23T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50927,megawatthours
2024-05-23T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48728,megawatthours
2024-05-23T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47318,megawatthours
2024-05-23T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47191,megawatthours
2024-05-23T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47960,megawatthours
2024-05-23T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49067,megawatthours
2024-05-23T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50979,megawatthours
2024-05-23T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53647,megawatthours
2024-05-23T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56408,megawatthours
2024-05-23T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58895,megawatthours
2024-05-23T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60633,megawatthours
2024-05-23T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62680,megawatthours
2024-05-23T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65018,megawatthours
2024-05-22T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67255,megawatthours
2024-05-22T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67984,megawatthours
2024-05-22T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67917,megawatthours
2024-05-22T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67402,megawatthours
2024-05-22T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66106,megawatthours
2024-05-22T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64819,megawatthours
2024-05-22T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62950,megawatthours
2024-05-22T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60131,megawatthours
2024-05-22T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57999,megawatthours
2024-05-22T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55462,megawatthours
2024-05-22T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53870,megawatthours
2024-05-22T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52973,megawatthours
2024-05-22T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51016,megawatthours
2024-05-22T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49954,megawatthours
2024-05-22T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50189,megawatthours
2024-05-22T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51123,megawatthours
2024-05-22T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52586,megawatthours
2024-05-22T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54433,megawatthours
2024-05-22T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57415,megawatthours
2024-05-22T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60776,megawatthours
2024-05-22T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64018,megawatthours
2024-05-22T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65550,megawatthours
2024-05-22T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67173,megawatthours
2024-05-22T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69581,megawatthours
2024-05-21T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70777,megawatthours
2024-05-21T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70941,megawatthours
2024-05-21T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70335,megawatthours
2024-05-21T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68445,megawatthours
2024-05-21T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66637,megawatthours
2024-05-21T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64252,megawatthours
2024-05-21T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62214,megawatthours
2024-05-21T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59754,megawatthours
2024-05-21T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57343,megawatthours
2024-05-21T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55050,megawatthours
2024-05-21T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53074,megawatthours
2024-05-21T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52102,megawatthours
2024-05-21T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50179,megawatthours
2024-05-21T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48814,megawatthours
2024-05-21T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48818,megawatthours
2024-05-21T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49599,megawatthours
2024-05-21T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51273,megawatthours
2024-05-21T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53630,megawatthours
2024-05-21T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56983,megawatthours
2024-05-21T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61210,megawatthours
2024-05-21T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64968,megawatthours
2024-05-21T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66430,megawatthours
2024-05-21T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68637,megawatthours
2024-05-21T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71242,megawatthours
2024-05-20T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72248,megawatthours
2024-05-20T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72133,megawatthours
2024-05-20T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70628,megawatthours
2024-05-20T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68385,megawatthours
2024-05-20T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65692,megawatthours
2024-05-20T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62903,megawatthours
2024-05-20T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60154,megawatthours
2024-05-20T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56876,megawatthours
2024-05-20T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53935,megawatthours
2024-05-20T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51169,megawatthours
2024-05-20T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48935,megawatthours
2024-05-20T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47680,megawatthours
2024-05-20T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45767,megawatthours
2024-05-20T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44621,megawatthours
2024-05-20T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44844,megawatthours
2024-05-20T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45801,megawatthours
2024-05-20T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47642,megawatthours
2024-05-20T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50352,megawatthours
2024-05-20T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54134,megawatthours
2024-05-20T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58378,megawatthours
2024-05-20T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62091,megawatthours
2024-05-20T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64363,megawatthours
2024-05-20T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66635,megawatthours
2024-05-20T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68697,megawatthours
2024-05-19T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69561,megawatthours
2024-05-19T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68786,megawatthours
2024-05-19T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67214,megawatthours
2024-05-19T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65476,megawatthours
2024-05-19T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63200,megawatthours
2024-05-19T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60707,megawatthours
2024-05-19T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57352,megawatthours
2024-05-19T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53661,megawatthours
2024-05-19T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50090,megawatthours
2024-05-19T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46482,megawatthours
2024-05-19T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43165,megawatthours
2024-05-19T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42195,megawatthours
2024-05-19T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42350,megawatthours
2024-05-19T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42867,megawatthours
2024-05-19T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43746,megawatthours
2024-05-19T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45308,megawatthours
2024-05-19T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47410,megawatthours
2024-05-19T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49981,megawatthours
2024-05-19T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53239,megawatthours
2024-05-19T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56592,megawatthours
2024-05-19T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59020,megawatthours
2024-05-19T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60711,megawatthours
2024-05-19T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63526,megawatthours
2024-05-19T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66386,megawatthours
2024-05-18T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67115,megawatthours
2024-05-18T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66428,megawatthours
2024-05-18T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64726,megawatthours
2024-05-18T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62448,megawatthours
2024-05-18T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59500,megawatthours
2024-05-18T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56044,megawatthours
2024-05-18T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52458,megawatthours
2024-05-18T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49080,megawatthours
2024-05-18T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46065,megawatthours
2024-05-18T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43080,megawatthours
2024-05-18T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40675,megawatthours
2024-05-18T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39341,megawatthours
2024-05-18T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39109,megawatthours
2024-05-18T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39287,megawatthours
2024-05-18T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39975,megawatthours
2024-05-18T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40757,megawatthours
2024-05-18T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41831,megawatthours
2024-05-18T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43674,megawatthours
2024-05-18T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45946,megawatthours
2024-05-18T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48463,megawatthours
2024-05-18T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50299,megawatthours
2024-05-18T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51750,megawatthours
2024-05-18T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53692,megawatthours
2024-05-18T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55313,megawatthours
2024-05-17T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55649,megawatthours
2024-05-17T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54754,megawatthours
2024-05-17T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53191,megawatthours
2024-05-17T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51927,megawatthours
2024-05-17T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49985,megawatthours
2024-05-17T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48097,megawatthours
2024-05-17T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47077,megawatthours
2024-05-17T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45942,megawatthours
2024-05-17T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44186,megawatthours
2024-05-17T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42903,megawatthours
2024-05-17T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42147,megawatthours
2024-05-17T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40806,megawatthours
2024-05-17T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38802,megawatthours
2024-05-17T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37577,megawatthours
2024-05-17T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37331,megawatthours
2024-05-17T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37834,megawatthours
2024-05-17T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38827,megawatthours
2024-05-17T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40003,megawatthours
2024-05-17T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42327,megawatthours
2024-05-17T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44599,megawatthours
2024-05-17T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46266,megawatthours
2024-05-17T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46405,megawatthours
2024-05-17T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46406,megawatthours
2024-05-17T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49738,megawatthours
2024-05-16T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53143,megawatthours
2024-05-16T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53767,megawatthours
2024-05-16T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54579,megawatthours
2024-05-16T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54671,megawatthours
2024-05-16T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54531,megawatthours
2024-05-16T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54902,megawatthours
2024-05-16T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54434,megawatthours
2024-05-16T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53466,megawatthours
2024-05-16T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51700,megawatthours
2024-05-16T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49922,megawatthours
2024-05-16T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48288,megawatthours
2024-05-16T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47338,megawatthours
2024-05-16T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45093,megawatthours
2024-05-16T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43954,megawatthours
2024-05-16T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44013,megawatthours
2024-05-16T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44714,megawatthours
2024-05-16T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46435,megawatthours
2024-05-16T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48963,megawatthours
2024-05-16T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52344,megawatthours
2024-05-16T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56403,megawatthours
2024-05-16T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60035,megawatthours
2024-05-16T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62198,megawatthours
2024-05-16T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63835,megawatthours
2024-05-16T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66511,megawatthours
2024-05-15T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68485,megawatthours
2024-05-15T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68415,megawatthours
2024-05-15T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67029,megawatthours
2024-05-15T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64717,megawatthours
2024-05-15T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62111,megawatthours
2024-05-15T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58999,megawatthours
2024-05-15T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55958,megawatthours
2024-05-15T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52737,megawatthours
2024-05-15T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49738,megawatthours
2024-05-15T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47124,megawatthours
2024-05-15T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45055,megawatthours
2024-05-15T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43944,megawatthours
2024-05-15T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41773,megawatthours
2024-05-15T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40632,megawatthours
2024-05-15T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40594,megawatthours
2024-05-15T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41561,megawatthours
2024-05-15T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43284,megawatthours
2024-05-15T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45680,megawatthours
2024-05-15T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49262,megawatthours
2024-05-15T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53566,megawatthours
2024-05-15T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57101,megawatthours
2024-05-15T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58762,megawatthours
2024-05-15T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60864,megawatthours
2024-05-15T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63545,megawatthours
2024-05-14T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64494,megawatthours
2024-05-14T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63643,megawatthours
2024-05-14T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61809,megawatthours
2024-05-14T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59546,megawatthours
2024-05-14T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57111,megawatthours
2024-05-14T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54587,megawatthours
2024-05-14T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52227,megawatthours
2024-05-14T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49634,megawatthours
2024-05-14T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47165,megawatthours
2024-05-14T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45362,megawatthours
2024-05-14T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44137,megawatthours
2024-05-14T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43016,megawatthours
2024-05-14T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40664,megawatthours
2024-05-14T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39291,megawatthours
2024-05-14T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39092,megawatthours
2024-05-14T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39680,megawatthours
2024-05-14T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41417,megawatthours
2024-05-14T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43465,megawatthours
2024-05-14T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46058,megawatthours
2024-05-14T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49105,megawatthours
2024-05-14T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51899,megawatthours
2024-05-14T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53239,megawatthours
2024-05-14T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54760,megawatthours
2024-05-14T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55772,megawatthours
2024-05-13T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56118,megawatthours
2024-05-13T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56136,megawatthours
2024-05-13T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56048,megawatthours
2024-05-13T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56340,megawatthours
2024-05-13T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57213,megawatthours
2024-05-13T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56371,megawatthours
2024-05-13T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54830,megawatthours
2024-05-13T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53019,megawatthours
2024-05-13T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50729,megawatthours
2024-05-13T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48676,megawatthours
2024-05-13T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46351,megawatthours
